target_id	length	eff_length	est_counts	tpm
TRINITY_DN7923_c0_g1_i31	5976	5810.14	0	0
TRINITY_DN7923_c0_g1_i32	875	709.14	0	0
TRINITY_DN7923_c0_g1_i33	5919	5753.14	0	0
TRINITY_DN7923_c0_g1_i34	3785	3619.14	0	0
TRINITY_DN7923_c0_g1_i35	5807	5641.14	0	0
TRINITY_DN7923_c0_g1_i36	5866	5700.14	0	0
TRINITY_DN7923_c0_g1_i37	859	693.14	0	0
TRINITY_DN7923_c0_g1_i38	5864	5698.14	0	0
TRINITY_DN7923_c0_g1_i39	5851	5685.14	0	0
TRINITY_DN7923_c0_g1_i40	2701	2535.14	0	0
TRINITY_DN7923_c0_g1_i41	5920	5754.14	0	0
TRINITY_DN7923_c0_g1_i42	2831	2665.14	0	0
TRINITY_DN7923_c0_g1_i43	5865	5699.14	0	0
TRINITY_DN7923_c0_g1_i44	990	824.14	0	0
TRINITY_DN7923_c0_g1_i45	5971	5805.14	0	0
TRINITY_DN7923_c0_g1_i46	1809	1643.14	0	0
TRINITY_DN7923_c0_g1_i47	2720	2554.14	0	0
TRINITY_DN7923_c0_g1_i48	2775	2609.14	0	0
TRINITY_DN7923_c0_g1_i49	2662	2496.14	0	0
TRINITY_DN7923_c0_g1_i50	1155	989.14	0	0
TRINITY_DN7923_c0_g1_i51	2649	2483.14	0	0
TRINITY_DN7923_c0_g1_i52	1203	1037.14	0	0
TRINITY_DN7923_c0_g1_i53	5916	5750.14	0	0
TRINITY_DN7923_c0_g1_i54	5859	5693.14	0	0
TRINITY_DN7923_c0_g1_i55	5974	5808.14	0	0
TRINITY_DN7923_c0_g1_i56	5863	5697.14	0	0
TRINITY_DN7923_c0_g1_i57	3720	3554.14	0	0
TRINITY_DN7923_c0_g1_i58	5917	5751.14	0	0
TRINITY_DN7923_c0_g1_i59	2705	2539.14	0	0
TRINITY_DN7923_c0_g1_i60	5920	5754.14	0	0
TRINITY_DN7923_c0_g1_i61	3731	3565.14	0	0
TRINITY_DN7923_c0_g1_i62	2632	2466.14	0	0
TRINITY_DN7989_c0_g1_i1	1680	1514.14	0	0
TRINITY_DN7989_c0_g1_i2	1738	1572.14	0	0
TRINITY_DN7989_c0_g1_i3	329	167.415	0	0
TRINITY_DN7989_c0_g1_i4	1228	1062.14	0	0
TRINITY_DN7989_c0_g1_i5	1296	1130.14	0	0
TRINITY_DN7989_c0_g1_i6	1099	933.14	0	0
TRINITY_DN7989_c0_g1_i7	1574	1408.14	0	0
TRINITY_DN7989_c0_g1_i8	1626	1460.14	0	0
TRINITY_DN7989_c0_g1_i9	1500	1334.14	0	0
TRINITY_DN7989_c0_g1_i10	1857	1691.14	0	0
TRINITY_DN7989_c0_g1_i11	1729	1563.14	0	0
TRINITY_DN7989_c0_g1_i12	1690	1524.14	0	0
TRINITY_DN7989_c0_g1_i13	1641	1475.14	0	0
TRINITY_DN7989_c0_g1_i14	1800	1634.14	0	0
TRINITY_DN7989_c0_g1_i15	1752	1586.14	0	0
TRINITY_DN7989_c0_g1_i16	1674	1508.14	0	0
TRINITY_DN7989_c0_g1_i17	1600	1434.14	0	0
TRINITY_DN7989_c0_g1_i18	1740	1574.14	0	0
TRINITY_DN7954_c1_g1_i1	486	321.531	0	0
TRINITY_DN7954_c1_g1_i2	542	376.14	0	0
TRINITY_DN7954_c2_g1_i1	265	109.28	0	0
TRINITY_DN7954_c3_g1_i1	2457	2291.14	0	0
TRINITY_DN7954_c3_g1_i2	2472	2306.14	0	0
TRINITY_DN7954_c3_g1_i3	2562	2396.14	0	0
TRINITY_DN7954_c3_g1_i4	2461	2295.14	0	0
TRINITY_DN7954_c3_g1_i5	2513	2347.14	0	0
TRINITY_DN7954_c3_g1_i6	2528	2362.14	0	0
TRINITY_DN7954_c3_g1_i7	2476	2310.14	0	0
TRINITY_DN7954_c3_g1_i8	519	353.14	0	0
TRINITY_DN7954_c3_g1_i9	2577	2411.14	0	0
TRINITY_DN7954_c3_g1_i10	2405	2239.14	0	0
TRINITY_DN7954_c3_g1_i11	780	614.14	0	0
TRINITY_DN7954_c3_g2_i1	601	435.14	0	0
TRINITY_DN7954_c4_g1_i1	464	299.531	0	0
TRINITY_DN7954_c4_g2_i1	1527	1361.14	0	0
TRINITY_DN7954_c4_g2_i2	1337	1171.14	0	0
TRINITY_DN7954_c4_g2_i3	1397	1231.14	0	0
TRINITY_DN7954_c4_g3_i1	1635	1469.14	0	0
TRINITY_DN7954_c4_g3_i2	3296	3130.14	0	0
TRINITY_DN7954_c4_g2_i4	1347	1181.14	0	0
TRINITY_DN7954_c4_g2_i5	1492	1326.14	0	0
TRINITY_DN7954_c4_g2_i6	1188	1022.14	0	0
TRINITY_DN7954_c4_g3_i3	1684	1518.14	0	0
TRINITY_DN7954_c4_g3_i4	1716	1550.14	0	0
TRINITY_DN7954_c4_g2_i7	6134	5968.14	0	0
TRINITY_DN7954_c4_g2_i8	1239	1073.14	0	0
TRINITY_DN7954_c4_g2_i9	1389	1223.14	0	0
TRINITY_DN7954_c4_g2_i10	1424	1258.14	0	0
TRINITY_DN7954_c4_g3_i5	1670	1504.14	0	0
TRINITY_DN7954_c4_g2_i11	1409	1243.14	0	0
TRINITY_DN7954_c4_g2_i12	1321	1155.14	0	0
TRINITY_DN7954_c4_g2_i13	1241	1075.14	0	0
TRINITY_DN7954_c4_g2_i14	1231	1065.14	0	0
TRINITY_DN7954_c4_g2_i15	1421	1255.14	0	0
TRINITY_DN7954_c4_g4_i1	339	177.415	0	0
TRINITY_DN7917_c0_g1_i1	1408	1242.14	0	0
TRINITY_DN7917_c0_g1_i2	1646	1480.14	0	0
TRINITY_DN7917_c0_g1_i3	1352	1186.14	0	0
TRINITY_DN7917_c0_g1_i4	1288	1122.14	0	0
TRINITY_DN7917_c0_g1_i5	1400	1234.14	0	0
TRINITY_DN7917_c0_g1_i6	1383	1217.14	0	0
TRINITY_DN7917_c0_g1_i7	736	570.14	0	0
TRINITY_DN7917_c0_g1_i8	1499	1333.14	0	0
TRINITY_DN7917_c0_g1_i9	1331	1165.14	0	0
TRINITY_DN7917_c0_g1_i10	1660	1494.14	0	0
TRINITY_DN7917_c0_g1_i11	1309	1143.14	0	0
TRINITY_DN7917_c0_g1_i12	1666	1500.14	0	0
TRINITY_DN7917_c0_g1_i13	1713	1547.14	0	0
TRINITY_DN7917_c0_g1_i14	1399	1233.14	0	0
TRINITY_DN7917_c0_g1_i15	1360	1194.14	0	0
TRINITY_DN7917_c0_g1_i16	1431	1265.14	0	0
TRINITY_DN7917_c0_g1_i17	784	618.14	0	0
TRINITY_DN7917_c0_g1_i18	1447	1281.14	0	0
TRINITY_DN7917_c0_g1_i19	1379	1213.14	0	0
TRINITY_DN7917_c0_g1_i20	1645	1479.14	0	0
TRINITY_DN7917_c0_g1_i21	1451	1285.14	0	0
TRINITY_DN7917_c0_g2_i1	227	84.8891	0	0
TRINITY_DN7917_c0_g3_i1	723	557.14	0	0
TRINITY_DN7917_c0_g3_i2	774	608.14	0	0
TRINITY_DN7917_c0_g3_i3	874	708.14	0	0
TRINITY_DN7904_c0_g1_i1	6210	6044.14	0	0
TRINITY_DN7904_c0_g1_i2	954	788.14	0	0
TRINITY_DN7904_c0_g1_i3	6156	5990.14	0	0
TRINITY_DN7904_c0_g1_i4	739	573.14	0	0
TRINITY_DN7904_c0_g1_i5	6208	6042.14	0	0
TRINITY_DN7904_c0_g1_i6	902	736.14	0	0
TRINITY_DN7976_c0_g1_i1	1841	1675.14	0	0
TRINITY_DN7976_c0_g1_i2	1943	1777.14	0	0
TRINITY_DN7976_c0_g1_i3	1945	1779.14	0	0
TRINITY_DN7976_c0_g1_i4	1743	1577.14	0	0
TRINITY_DN7976_c0_g1_i5	1994	1828.14	0	0
TRINITY_DN7976_c0_g1_i6	1941	1775.14	0	0
TRINITY_DN7976_c0_g1_i7	2048	1882.14	0	0
TRINITY_DN7976_c0_g1_i8	1890	1724.14	0	0
TRINITY_DN7976_c0_g1_i9	1949	1783.14	0	0
TRINITY_DN7976_c0_g1_i10	1792	1626.14	0	0
TRINITY_DN7976_c0_g1_i11	1995	1829.14	0	0
TRINITY_DN7976_c0_g1_i12	2053	1887.14	0	0
TRINITY_DN7976_c0_g1_i13	1894	1728.14	0	0
TRINITY_DN7976_c0_g1_i14	1991	1825.14	0	0
TRINITY_DN7976_c0_g1_i15	2001	1835.14	0	0
TRINITY_DN7976_c0_g1_i16	1942	1776.14	0	0
TRINITY_DN7976_c0_g1_i17	1948	1782.14	0	0
TRINITY_DN7976_c0_g1_i18	1941	1775.14	0	0
TRINITY_DN7976_c0_g1_i19	1892	1726.14	0	0
TRINITY_DN7976_c0_g1_i20	1310	1144.14	0	0
TRINITY_DN7976_c0_g1_i21	1892	1726.14	0	0
TRINITY_DN7976_c0_g1_i22	1944	1778.14	0	0
TRINITY_DN7976_c0_g1_i23	1794	1628.14	0	0
TRINITY_DN7976_c0_g1_i24	401	237.562	0	0
TRINITY_DN7976_c0_g1_i25	1952	1786.14	0	0
TRINITY_DN7976_c0_g1_i26	2052	1886.14	0	0
TRINITY_DN7976_c0_g1_i27	1997	1831.14	0	0
TRINITY_DN7976_c0_g1_i28	1899	1733.14	0	0
TRINITY_DN7976_c0_g1_i29	1999	1833.14	0	0
TRINITY_DN7976_c0_g1_i30	1950	1784.14	0	0
TRINITY_DN7976_c0_g1_i31	2002	1836.14	0	0
TRINITY_DN7976_c0_g1_i32	1993	1827.14	0	0
TRINITY_DN7976_c0_g1_i33	2003	1837.14	0	0
TRINITY_DN7976_c0_g1_i34	1944	1778.14	0	0
TRINITY_DN7976_c0_g1_i35	1843	1677.14	0	0
TRINITY_DN7976_c0_g1_i36	1259	1093.14	0	0
TRINITY_DN7976_c0_g1_i37	1998	1832.14	0	0
TRINITY_DN7976_c0_g1_i38	1468	1302.14	0	0
TRINITY_DN7976_c0_g2_i1	243	92.9881	0	0
TRINITY_DN7940_c1_g1_i1	227	84.8891	0	0
TRINITY_DN7940_c1_g2_i1	201	72.4504	0	0
TRINITY_DN7940_c1_g3_i1	227	84.8891	0	0
TRINITY_DN7940_c1_g4_i1	239	91.6899	0	0
TRINITY_DN7940_c1_g5_i1	327	165.415	0	0
TRINITY_DN7940_c1_g6_i1	329	167.415	0	0
TRINITY_DN7940_c1_g6_i2	381	219.415	0	0
TRINITY_DN7940_c1_g6_i3	382	220.415	0	0
TRINITY_DN7940_c1_g6_i4	434	269.531	0	0
TRINITY_DN7940_c1_g7_i1	212	76.1272	0	0
TRINITY_DN7940_c1_g8_i1	223	82.6733	0	0
TRINITY_DN7940_c1_g9_i1	335	173.415	0	0
TRINITY_DN7940_c1_g10_i1	202	72.8894	0	0
TRINITY_DN7940_c1_g11_i1	263	107.28	0	0
TRINITY_DN7940_c1_g11_i2	230	85.1986	0	0
TRINITY_DN7940_c1_g12_i1	267	111.28	0	0
TRINITY_DN7940_c1_g13_i1	335	173.415	0	0
TRINITY_DN7940_c1_g14_i1	201	72.4504	0	0
TRINITY_DN7940_c1_g15_i1	222	81.7512	0	0
TRINITY_DN7940_c1_g16_i1	207	73.9806	0	0
TRINITY_DN7940_c1_g17_i1	227	84.8891	0	0
TRINITY_DN7940_c1_g17_i2	306	145.201	0	0
TRINITY_DN7940_c1_g18_i1	250	96.9175	0	0
TRINITY_DN7959_c0_g1_i1	213	76.6688	0	0
TRINITY_DN7959_c0_g2_i1	276	119.438	0	0
TRINITY_DN7959_c0_g3_i1	210	74.7004	0	0
TRINITY_DN7959_c0_g4_i1	350	188.415	0	0
TRINITY_DN7959_c0_g4_i2	302	141.257	0	0
TRINITY_DN7959_c0_g5_i1	230	85.1986	0	0
TRINITY_DN7959_c0_g6_i1	296	137.388	0	0
TRINITY_DN7959_c0_g7_i1	305	144.201	0	0
TRINITY_DN7959_c0_g7_i2	259	103.405	0	0
TRINITY_DN7959_c0_g8_i1	259	103.405	0	0
TRINITY_DN7959_c0_g9_i1	269	112.438	0	0
TRINITY_DN7959_c0_g10_i1	272	115.438	0	0
TRINITY_DN7959_c0_g10_i2	298	139.388	0	0
TRINITY_DN7959_c0_g11_i1	224	82.7777	0	0
TRINITY_DN7959_c0_g12_i1	262	106.28	0	0
TRINITY_DN7959_c0_g12_i2	222	81.7512	0	0
TRINITY_DN7959_c0_g13_i1	262	106.28	0	0
TRINITY_DN7959_c0_g13_i2	224	82.7777	0	0
TRINITY_DN7959_c0_g13_i3	463	298.531	0	0
TRINITY_DN7959_c0_g13_i4	224	82.7777	0	0
TRINITY_DN7959_c0_g13_i5	463	298.531	0	0
TRINITY_DN7959_c0_g14_i1	226	83.8891	0	0
TRINITY_DN7959_c0_g15_i1	254	98.4047	0	0
TRINITY_DN7959_c0_g16_i1	215	76.3255	0	0
TRINITY_DN7959_c0_g16_i2	259	103.405	0	0
TRINITY_DN7959_c0_g17_i1	437	272.531	0	0
TRINITY_DN7959_c0_g18_i1	253	98.3535	0	0
TRINITY_DN7959_c0_g19_i1	409	245.47	0	0
TRINITY_DN7959_c0_g20_i1	204	73.4141	0	0
TRINITY_DN7959_c0_g21_i1	233	86.5946	0	0
TRINITY_DN7959_c0_g22_i1	328	166.415	0	0
TRINITY_DN7959_c0_g23_i1	297	138.388	0	0
TRINITY_DN7959_c0_g23_i2	322	160.415	0	0
TRINITY_DN7959_c0_g23_i3	342	180.415	0	0
TRINITY_DN7959_c0_g24_i1	302	141.257	0	0
TRINITY_DN7959_c0_g24_i2	334	172.415	0	0
TRINITY_DN7959_c0_g24_i3	324	162.415	0	0
TRINITY_DN7959_c0_g24_i4	341	179.415	0	0
TRINITY_DN7959_c0_g24_i5	360	198.415	0	0
TRINITY_DN7959_c0_g24_i6	295	136.388	0	0
TRINITY_DN7927_c0_g1_i1	1025	859.14	0	0
TRINITY_DN7927_c0_g1_i2	983	817.14	0	0
TRINITY_DN7927_c0_g1_i3	877	711.14	0	0
TRINITY_DN7927_c0_g1_i4	863	697.14	0	0
TRINITY_DN7927_c0_g1_i5	930	764.14	0	0
TRINITY_DN7927_c0_g1_i6	814	648.14	0	0
TRINITY_DN7927_c0_g2_i1	340	178.415	0	0
TRINITY_DN7927_c0_g3_i1	1499	1333.14	0	0
TRINITY_DN7927_c0_g3_i2	1492	1326.14	0	0
TRINITY_DN7927_c0_g3_i3	1390	1224.14	0	0
TRINITY_DN7927_c0_g3_i4	1497	1331.14	0	0
TRINITY_DN7927_c0_g3_i5	1395	1229.14	0	0
TRINITY_DN7927_c0_g3_i6	1503	1337.14	0	0
TRINITY_DN7927_c0_g3_i7	1339	1173.14	0	0
TRINITY_DN7927_c0_g3_i8	1392	1226.14	0	0
TRINITY_DN7927_c0_g3_i9	1450	1284.14	0	0
TRINITY_DN7927_c0_g3_i10	1559	1393.14	0	0
TRINITY_DN7927_c0_g3_i11	1394	1228.14	0	0
TRINITY_DN7927_c0_g3_i12	1447	1281.14	0	0
TRINITY_DN7927_c0_g3_i13	1203	1037.14	0	0
TRINITY_DN7912_c0_g1_i1	788	622.14	0	0
TRINITY_DN7912_c0_g2_i1	2184	2018.14	0	0
TRINITY_DN7912_c0_g2_i2	409	245.47	0	0
TRINITY_DN7912_c0_g2_i3	2135	1969.14	0	0
TRINITY_DN7912_c0_g2_i4	1783	1617.14	0	0
TRINITY_DN7912_c0_g2_i5	2100	1934.14	0	0
TRINITY_DN7912_c0_g2_i6	2188	2022.14	0	0
TRINITY_DN7912_c0_g3_i1	1395	1229.14	0	0
TRINITY_DN7912_c0_g3_i2	1341	1175.14	0	0
TRINITY_DN7912_c0_g4_i1	726	560.14	0	0
TRINITY_DN7912_c0_g5_i1	1125	959.14	0	0
TRINITY_DN7972_c0_g1_i1	268	111.438	0	0
TRINITY_DN7972_c0_g2_i1	414	249.531	0	0
TRINITY_DN7972_c0_g3_i1	248	97.8283	0	0
TRINITY_DN7972_c0_g4_i1	368	206.415	0	0
TRINITY_DN7972_c0_g4_i2	240	90.7608	0	0
TRINITY_DN7972_c0_g5_i1	335	173.415	0	0
TRINITY_DN7972_c0_g6_i1	279	122.438	0	0
TRINITY_DN7972_c0_g7_i1	309	147.415	0	0
TRINITY_DN7972_c0_g8_i1	233	86.5946	0	0
TRINITY_DN7972_c0_g9_i1	249	96.5145	0	0
TRINITY_DN7972_c0_g10_i1	329	167.415	0	0
TRINITY_DN7972_c0_g11_i1	287	130.438	0	0
TRINITY_DN7972_c0_g12_i1	301	140.257	0	0
TRINITY_DN7972_c0_g13_i1	458	293.531	0	0
TRINITY_DN7972_c1_g1_i1	377	215.415	0	0
TRINITY_DN7972_c1_g2_i1	876	710.14	0	0
TRINITY_DN7972_c1_g2_i2	874	708.14	0	0
TRINITY_DN7972_c1_g2_i3	821	655.14	0	0
TRINITY_DN7972_c1_g3_i1	485	320.531	0	0
TRINITY_DN7972_c1_g3_i2	379	217.415	0	0
TRINITY_DN7972_c1_g3_i3	1083	917.14	0	0
TRINITY_DN7972_c1_g3_i4	218	77.9011	0	0
TRINITY_DN7972_c1_g4_i1	344	182.415	0	0
TRINITY_DN7972_c1_g5_i1	383	219.65	0	0
TRINITY_DN7972_c1_g6_i1	320	158.415	0	0
TRINITY_DN7972_c1_g7_i1	418	253.531	0	0
TRINITY_DN7972_c1_g7_i2	895	729.14	0	0
TRINITY_DN7972_c1_g7_i3	845	679.14	0	0
TRINITY_DN7972_c1_g8_i1	228	85.2609	0	0
TRINITY_DN7972_c1_g9_i1	278	121.438	0	0
TRINITY_DN7972_c1_g10_i1	395	231.562	0	0
TRINITY_DN7972_c1_g11_i1	210	74.7004	0	0
TRINITY_DN7972_c1_g12_i1	320	158.415	0	0
TRINITY_DN7972_c1_g12_i2	369	207.415	0	0
TRINITY_DN7972_c1_g13_i1	498	333.531	0	0
TRINITY_DN7972_c1_g13_i2	456	291.531	0	0
TRINITY_DN7972_c1_g14_i1	3215	3049.14	0	0
TRINITY_DN7972_c1_g15_i1	518	352.14	0	0
TRINITY_DN7972_c1_g15_i2	458	293.531	0	0
TRINITY_DN7972_c1_g16_i1	204	73.4141	0	0
TRINITY_DN7972_c1_g17_i1	2513	2347.14	0	0
TRINITY_DN7993_c0_g1_i1	1303	1137.14	0	0
TRINITY_DN7993_c0_g1_i2	1383	1217.14	0	0
TRINITY_DN7993_c0_g1_i3	1253	1087.14	0	0
TRINITY_DN7993_c0_g1_i4	1142	976.14	0	0
TRINITY_DN7993_c0_g1_i5	1305	1139.14	0	0
TRINITY_DN7993_c0_g1_i6	1331	1165.14	0	0
TRINITY_DN7993_c0_g1_i7	1355	1189.14	0	0
TRINITY_DN7993_c0_g1_i8	549	383.14	0	0
TRINITY_DN7993_c0_g2_i1	266	110.28	0	0
TRINITY_DN7993_c0_g3_i1	2713	2547.14	0	0
TRINITY_DN7993_c0_g3_i2	2763	2597.14	0	0
TRINITY_DN7993_c0_g3_i3	2657	2491.14	0	0
TRINITY_DN7993_c0_g3_i4	2768	2602.14	0	0
TRINITY_DN7993_c0_g3_i5	2819	2653.14	0	0
TRINITY_DN7993_c0_g3_i6	2712	2546.14	0	0
TRINITY_DN7993_c0_g3_i7	1022	856.14	0	0
TRINITY_DN7993_c0_g3_i8	2720	2554.14	0	0
TRINITY_DN7993_c0_g3_i9	1045	879.14	0	0
TRINITY_DN7993_c0_g3_i10	2609	2443.14	0	0
TRINITY_DN7993_c0_g3_i11	470	305.531	0	0
TRINITY_DN7993_c0_g3_i12	2764	2598.14	0	0
TRINITY_DN7993_c0_g3_i13	1231	1065.14	0	0
TRINITY_DN7993_c0_g3_i14	2665	2499.14	0	0
TRINITY_DN7993_c0_g3_i15	2708	2542.14	0	0
TRINITY_DN7993_c0_g3_i16	2664	2498.14	0	0
TRINITY_DN7962_c0_g1_i1	306	145.201	0	0
TRINITY_DN7962_c0_g2_i1	282	125.438	0	0
TRINITY_DN7962_c1_g1_i1	1134	968.14	0	0
TRINITY_DN7962_c1_g1_i2	1079	913.14	0	0
TRINITY_DN7962_c2_g1_i1	286	129.438	0	0
TRINITY_DN7962_c3_g1_i1	210	74.7004	0	0
TRINITY_DN7962_c3_g2_i1	360	198.415	0	0
TRINITY_DN7962_c4_g1_i1	472	307.531	0	0
TRINITY_DN7962_c4_g1_i2	521	355.14	0	0
TRINITY_DN7962_c5_g1_i1	399	235.562	0	0
TRINITY_DN7962_c5_g2_i1	2352	2186.14	0	0
TRINITY_DN7962_c5_g2_i2	2421	2255.14	0	0
TRINITY_DN7962_c5_g2_i3	2299	2133.14	0	0
TRINITY_DN7962_c5_g2_i4	2373	2207.14	0	0
TRINITY_DN7962_c5_g2_i5	2474	2308.14	0	0
TRINITY_DN7962_c5_g2_i6	2400	2234.14	0	0
TRINITY_DN7962_c5_g2_i7	2426	2260.14	0	0
TRINITY_DN7962_c5_g3_i1	2221	2055.14	0	0
TRINITY_DN7962_c5_g3_i2	2163	1997.14	0	0
TRINITY_DN7962_c5_g3_i3	2028	1862.14	0	0
TRINITY_DN7962_c5_g3_i4	2168	2002.14	0	0
TRINITY_DN7962_c5_g3_i5	2269	2103.14	0	0
TRINITY_DN7962_c5_g3_i6	2220	2054.14	0	0
TRINITY_DN7962_c5_g3_i7	2273	2107.14	0	0
TRINITY_DN7962_c5_g4_i1	896	730.14	0	0
TRINITY_DN7962_c5_g4_i2	966	800.14	0	0
TRINITY_DN7962_c5_g4_i3	593	427.14	0	0
TRINITY_DN7962_c5_g4_i4	969	803.14	0	0
TRINITY_DN7962_c5_g4_i5	599	433.14	0	0
TRINITY_DN7962_c5_g4_i6	1039	873.14	0	0
TRINITY_DN7962_c5_g5_i1	263	107.28	0	0
TRINITY_DN7986_c0_g1_i1	1134	968.14	0	0
TRINITY_DN7986_c0_g1_i2	1074	908.14	0	0
TRINITY_DN7986_c1_g1_i1	733	567.14	0	0
TRINITY_DN7986_c1_g1_i2	949	783.14	0	0
TRINITY_DN7986_c1_g1_i3	485	320.531	0	0
TRINITY_DN7986_c2_g1_i1	3449	3283.14	0	0
TRINITY_DN7986_c2_g1_i2	3470	3304.14	0	0
TRINITY_DN7986_c2_g1_i3	3532	3366.14	0	0
TRINITY_DN7986_c2_g1_i4	3520	3354.14	0	0
TRINITY_DN7986_c2_g1_i5	2319	2153.14	0	0
TRINITY_DN7986_c2_g1_i6	2239	2073.14	0	0
TRINITY_DN7986_c2_g1_i7	3390	3224.14	0	0
TRINITY_DN7986_c2_g1_i8	2369	2203.14	0	0
TRINITY_DN7986_c2_g1_i9	3529	3363.14	0	0
TRINITY_DN7986_c2_g1_i10	3452	3286.14	0	0
TRINITY_DN7986_c2_g1_i11	2289	2123.14	0	0
TRINITY_DN7986_c2_g1_i12	3479	3313.14	0	0
TRINITY_DN7986_c2_g1_i13	3399	3233.14	0	0
TRINITY_DN7986_c3_g1_i1	2450	2284.14	0	0
TRINITY_DN7986_c3_g1_i2	3109	2943.14	0	0
TRINITY_DN7986_c3_g1_i3	3000	2834.14	0	0
TRINITY_DN7986_c3_g1_i4	2764	2598.14	0	0
TRINITY_DN7986_c3_g1_i5	2873	2707.14	0	0
TRINITY_DN7986_c3_g1_i6	2883	2717.14	0	0
TRINITY_DN7986_c3_g1_i7	3163	2997.14	0	0
TRINITY_DN7986_c3_g1_i8	3114	2948.14	0	0
TRINITY_DN7986_c3_g1_i9	3001	2835.14	0	0
TRINITY_DN7986_c3_g1_i10	2824	2658.14	0	0
TRINITY_DN7986_c3_g1_i11	2932	2766.14	0	0
TRINITY_DN7986_c3_g1_i12	3060	2894.14	0	0
TRINITY_DN7986_c3_g2_i1	1979	1813.14	0	0
TRINITY_DN7986_c3_g3_i1	1830	1664.14	0	0
TRINITY_DN7986_c3_g2_i2	2082	1916.14	0	0
TRINITY_DN7986_c3_g2_i3	2035	1869.14	0	0
TRINITY_DN7986_c3_g2_i4	2162	1996.14	0	0
TRINITY_DN7986_c3_g2_i5	2058	1892.14	0	0
TRINITY_DN7986_c3_g2_i6	2026	1860.14	0	0
TRINITY_DN7986_c3_g2_i7	2070	1904.14	0	0
TRINITY_DN7986_c3_g2_i8	2117	1951.14	0	0
TRINITY_DN7986_c3_g2_i9	2115	1949.14	0	0
TRINITY_DN7986_c3_g2_i10	2011	1845.14	0	0
TRINITY_DN7986_c3_g4_i1	310	148.415	0	0
TRINITY_DN7986_c4_g1_i1	1780	1614.14	1	0.640887
TRINITY_DN7936_c0_g1_i1	2149	1983.14	0	0
TRINITY_DN7936_c0_g1_i2	2313	2147.14	0	0
TRINITY_DN7936_c0_g1_i3	2259	2093.14	0	0
TRINITY_DN7936_c0_g1_i4	2097	1931.14	0	0
TRINITY_DN7936_c0_g1_i5	2255	2089.14	0	0
TRINITY_DN7936_c0_g1_i6	2155	1989.14	0	0
TRINITY_DN7936_c0_g1_i7	2201	2035.14	0	0
TRINITY_DN7936_c0_g1_i8	2207	2041.14	0	0
TRINITY_DN7936_c0_g1_i9	2261	2095.14	0	0
TRINITY_DN7936_c0_g1_i10	2151	1985.14	0	0
TRINITY_DN7936_c0_g1_i11	2203	2037.14	0	0
TRINITY_DN7936_c1_g1_i1	550	384.14	0	0
TRINITY_DN7936_c1_g2_i1	1332	1166.14	0	0
TRINITY_DN7936_c1_g3_i1	1298	1132.14	0	0
TRINITY_DN7936_c1_g3_i2	1257	1091.14	0	0
TRINITY_DN7936_c1_g3_i3	1364	1198.14	0	0
TRINITY_DN7936_c1_g3_i4	1191	1025.14	0	0
TRINITY_DN7936_c1_g4_i1	1259	1093.14	0	0
TRINITY_DN7936_c1_g4_i2	1183	1017.14	0	0
TRINITY_DN7936_c1_g4_i3	1385	1219.14	0	0
TRINITY_DN7936_c1_g4_i4	1315	1149.14	0	0
TRINITY_DN7936_c1_g5_i1	734	568.14	0	0
TRINITY_DN7936_c1_g4_i5	1011	845.14	0	0
TRINITY_DN7936_c1_g5_i2	800	634.14	0	0
TRINITY_DN7936_c1_g5_i3	669	503.14	0	0
TRINITY_DN7936_c1_g4_i6	879	713.14	0	0
TRINITY_DN7936_c1_g5_i4	820	654.14	0	0
TRINITY_DN7936_c1_g4_i7	1309	1143.14	0	0
TRINITY_DN7936_c1_g4_i8	1239	1073.14	0	0
TRINITY_DN7936_c1_g4_i9	293	136.438	0	0
TRINITY_DN7936_c1_g5_i5	322	160.415	0	0
TRINITY_DN7936_c1_g4_i10	1275	1109.14	0	0
TRINITY_DN7936_c1_g4_i11	1329	1163.14	0	0
TRINITY_DN7936_c1_g5_i6	859	693.14	0	0
TRINITY_DN7936_c1_g4_i12	1253	1087.14	0	0
TRINITY_DN7936_c1_g6_i1	285	128.438	0	0
TRINITY_DN7952_c0_g1_i1	3453	3287.14	0	0
TRINITY_DN7952_c0_g1_i2	3401	3235.14	0	0
TRINITY_DN7952_c0_g1_i3	3502	3336.14	0	0
TRINITY_DN7952_c0_g1_i4	3450	3284.14	0	0
TRINITY_DN7952_c0_g1_i5	1175	1009.14	0	0
TRINITY_DN7952_c0_g1_i6	1604	1438.14	0	0
TRINITY_DN7952_c0_g2_i1	1775	1609.14	0	0
TRINITY_DN7952_c0_g3_i1	211	75.7004	0	0
TRINITY_DN7919_c0_g1_i1	801	635.14	0	0
TRINITY_DN7919_c0_g1_i2	1659	1493.14	0	0
TRINITY_DN7919_c0_g2_i1	554	388.14	0	0
TRINITY_DN7919_c1_g1_i1	1882	1716.14	0	0
TRINITY_DN7919_c1_g1_i2	242	91.9881	0	0
TRINITY_DN7919_c1_g1_i3	2346	2180.14	0	0
TRINITY_DN7919_c1_g1_i4	2288	2122.14	0	0
TRINITY_DN7919_c1_g2_i1	361	199.415	0	0
TRINITY_DN7919_c2_g1_i1	3820	3654.14	0	0
TRINITY_DN7919_c2_g1_i2	3808	3642.14	0	0
TRINITY_DN7919_c2_g1_i3	3872	3706.14	0	0
